nohup: ignoring input
Namespace(batch_size=8, class_num=2, cuda_num=1, encoder_type='resnet34', evaluate_step=100, gradient_accumulation_steps=4, lr=0.0001, model_type='FPN', num_epoch=50, path_img='/mnt/sda1/songzimeng/cv_project/img/', path_label='/mnt/sda1/songzimeng/cv_project/label/', save_dir='/mnt/sda1/songzimeng/cv_project/models/', save_interval=5, step_interval=10, step_save=1000, total_updates=50000, val_set=0, weight_decay=0.001)
/mnt/sda1/songzimeng/cv_project/models/val_0_FPNresnet34_2021-06-07-20-17-51 make!
cuda
device:  1
train: ['ds1', 'ds2', 'ds3', 'ds4', 'ds5', 'ds6', 'ds7', 'ds8', 'ds9', 'ds10']
valid: ['ds11', 'ds12', 'ds13']
get_images_and_labels 5418 5418
get_images_and_labels 293 293
epoch:  1
[epoch:1, iter:10] Loss: 0.970 | MIoU: 41.056% 
[epoch:12, iter:320] Loss: 0.023 | MIoU: 96.986% 
[epoch:12, iter:330] Loss: 0.023 | MIoU: 96.976% 
[epoch:12, iter:340] Loss: 0.023 | MIoU: 96.972% 
[epoch:12, iter:350] Loss: 0.023 | MIoU: 96.971% 
[epoch:12, iter:360] Loss: 0.023 | MIoU: 96.974% 
[epoch:12, iter:370] Loss: 0.023 | MIoU: 96.983% 
[epoch:12, iter:380] Loss: 0.023 | MIoU: 96.973% 
[epoch:12, iter:390] Loss: 0.023 | MIoU: 96.978% 
[epoch:12, iter:400] Loss: 0.023 | MIoU: 96.977% 
[epoch:12, iter:410] Loss: 0.023 | MIoU: 96.979% 
[epoch:12, iter:420] Loss: 0.023 | MIoU: 96.981% 
[epoch:12, iter:430] Loss: 0.023 | MIoU: 96.979% 
[epoch:12, iter:440] Loss: 0.023 | MIoU: 96.981% 
[epoch:12, iter:450] Loss: 0.023 | MIoU: 96.989% 
[epoch:12, iter:460] Loss: 0.023 | MIoU: 96.987% 
[epoch:12, iter:470] Loss: 0.023 | MIoU: 96.986% 
[epoch:12, iter:480] Loss: 0.023 | MIoU: 96.988% 
[epoch:12, iter:490] Loss: 0.023 | MIoU: 96.996% 
[epoch:12, iter:500] Loss: 0.023 | MIoU: 96.994% 
[epoch:12, iter:510] Loss: 0.023 | MIoU: 97.009% 
[epoch:12, iter:520] Loss: 0.023 | MIoU: 97.014% 
[epoch:12, iter:530] Loss: 0.023 | MIoU: 96.992% 
[epoch:12, iter:540] Loss: 0.023 | MIoU: 96.988% 
[epoch:12, iter:550] Loss: 0.023 | MIoU: 96.981% 
[epoch:12, iter:560] Loss: 0.023 | MIoU: 96.970% 
[epoch:12, iter:570] Loss: 0.023 | MIoU: 96.968% 
[epoch:12, iter:580] Loss: 0.023 | MIoU: 96.967% 
[epoch:12, iter:590] Loss: 0.023 | MIoU: 96.962% 
[epoch:12, iter:600] Loss: 0.023 | MIoU: 96.969% 
[epoch:12, iter:610] Loss: 0.023 | MIoU: 96.967% 
[epoch:12, iter:620] Loss: 0.024 | MIoU: 96.956% 
[epoch:12, iter:630] Loss: 0.024 | MIoU: 96.948% 
[epoch:12, iter:640] Loss: 0.023 | MIoU: 96.944% 
[epoch:12, iter:650] Loss: 0.024 | MIoU: 96.939% 
[epoch:12, iter:660] Loss: 0.024 | MIoU: 96.938% 
[epoch:12, iter:670] Loss: 0.024 | MIoU: 96.913% 
Evaluate
[epoch:12, evaluate] Loss: 0.125 | MIoU: 89.755% 
epoch:  13
[epoch:13, iter:10] Loss: 0.025 | MIoU: 96.468% 
[epoch:13, iter:20] Loss: 0.027 | MIoU: 96.430% 
[epoch:13, iter:30] Loss: 0.027 | MIoU: 96.634% 
[epoch:13, iter:40] Loss: 0.025 | MIoU: 96.825% 
[epoch:13, iter:50] Loss: 0.025 | MIoU: 96.813% 
[epoch:13, iter:60] Loss: 0.026 | MIoU: 96.758% 
[epoch:13, iter:70] Loss: 0.025 | MIoU: 96.795% 
[epoch:13, iter:80] Loss: 0.025 | MIoU: 96.797% 
[epoch:13, iter:90] Loss: 0.025 | MIoU: 96.832% 
[epoch:13, iter:100] Loss: 0.025 | MIoU: 96.773% 
[epoch:13, iter:110] Loss: 0.025 | MIoU: 96.743% 
[epoch:13, iter:120] Loss: 0.027 | MIoU: 96.684% 
[epoch:13, iter:130] Loss: 0.027 | MIoU: 96.703% 
[epoch:13, iter:140] Loss: 0.027 | MIoU: 96.683% 
[epoch:13, iter:150] Loss: 0.028 | MIoU: 96.607% 
[epoch:13, iter:160] Loss: 0.028 | MIoU: 96.572% 
[epoch:13, iter:170] Loss: 0.028 | MIoU: 96.565% 
[epoch:13, iter:180] Loss: 0.029 | MIoU: 96.513% 
[epoch:13, iter:190] Loss: 0.028 | MIoU: 96.520% 
[epoch:13, iter:200] Loss: 0.028 | MIoU: 96.503% 
[epoch:13, iter:210] Loss: 0.028 | MIoU: 96.501% 
[epoch:13, iter:220] Loss: 0.028 | MIoU: 96.493% 
[epoch:13, iter:230] Loss: 0.028 | MIoU: 96.492% 
[epoch:13, iter:240] Loss: 0.028 | MIoU: 96.469% 
[epoch:13, iter:250] Loss: 0.028 | MIoU: 96.487% 
[epoch:13, iter:260] Loss: 0.028 | MIoU: 96.494% 
[epoch:13, iter:270] Loss: 0.028 | MIoU: 96.508% 
[epoch:13, iter:280] Loss: 0.028 | MIoU: 96.520% 
[epoch:13, iter:290] Loss: 0.028 | MIoU: 96.521% 
[epoch:13, iter:300] Loss: 0.028 | MIoU: 96.519% 
[epoch:13, iter:310] Loss: 0.028 | MIoU: 96.513% 
[epoch:13, iter:320] Loss: 0.028 | MIoU: 96.476% 
[epoch:13, iter:330] Loss: 0.028 | MIoU: 96.467% 
[epoch:13, iter:340] Loss: 0.028 | MIoU: 96.443% 
[epoch:13, iter:350] Loss: 0.028 | MIoU: 96.436% 
[epoch:13, iter:360] Loss: 0.029 | MIoU: 96.408% 
[epoch:13, iter:370] Loss: 0.029 | MIoU: 96.344% 
[epoch:13, iter:380] Loss: 0.031 | MIoU: 96.217% 
[epoch:13, iter:390] Loss: 0.031 | MIoU: 96.189% 
[epoch:13, iter:400] Loss: 0.032 | MIoU: 95.978% 
[epoch:13, iter:410] Loss: 0.034 | MIoU: 95.784% 
[epoch:13, iter:420] Loss: 0.036 | MIoU: 95.603% 
[epoch:13, iter:430] Loss: 0.037 | MIoU: 95.466% 
[epoch:13, iter:440] Loss: 0.038 | MIoU: 95.336% 
[epoch:13, iter:450] Loss: 0.039 | MIoU: 95.201% 
[epoch:13, iter:460] Loss: 0.040 | MIoU: 95.031% 
[epoch:13, iter:470] Loss: 0.041 | MIoU: 94.924% 
[epoch:13, iter:480] Loss: 0.043 | MIoU: 94.771% 
[epoch:13, iter:490] Loss: 0.044 | MIoU: 94.659% 
[epoch:13, iter:500] Loss: 0.045 | MIoU: 94.570% 
[epoch:13, iter:510] Loss: 0.046 | MIoU: 94.477% 
[epoch:13, iter:520] Loss: 0.047 | MIoU: 94.422% 
[epoch:13, iter:530] Loss: 0.048 | MIoU: 94.352% 
[epoch:13, iter:540] Loss: 0.049 | MIoU: 94.257% 
[epoch:13, iter:550] Loss: 0.051 | MIoU: 94.070% 
[epoch:13, iter:560] Loss: 0.053 | MIoU: 93.859% 
[epoch:13, iter:570] Loss: 0.053 | MIoU: 93.796% 
[epoch:13, iter:580] Loss: 0.054 | MIoU: 93.670% 
[epoch:13, iter:590] Loss: 0.055 | MIoU: 93.588% 
[epoch:13, iter:600] Loss: 0.055 | MIoU: 93.554% 
[epoch:13, iter:610] Loss: 0.056 | MIoU: 93.474% 
[epoch:13, iter:620] Loss: 0.056 | MIoU: 93.415% 
[epoch:13, iter:630] Loss: 0.057 | MIoU: 93.375% 
[epoch:13, iter:640] Loss: 0.057 | MIoU: 93.350% 
[epoch:13, iter:650] Loss: 0.057 | MIoU: 93.330% 
[epoch:13, iter:660] Loss: 0.057 | MIoU: 93.311% 
[epoch:13, iter:670] Loss: 0.057 | MIoU: 93.313% 
Evaluate
[epoch:13, evaluate] Loss: 0.102 | MIoU: 88.749% 
epoch:  14
[epoch:14, iter:10] Loss: 0.039 | MIoU: 95.048% 
[epoch:14, iter:20] Loss: 0.052 | MIoU: 92.967% 
[epoch:14, iter:30] Loss: 0.066 | MIoU: 91.856% 
[epoch:14, iter:40] Loss: 0.062 | MIoU: 92.439% 
[epoch:14, iter:50] Loss: 0.062 | MIoU: 92.368% 
[epoch:14, iter:60] Loss: 0.061 | MIoU: 92.681% 
[epoch:14, iter:70] Loss: 0.061 | MIoU: 92.752% 
[epoch:14, iter:80] Loss: 0.058 | MIoU: 93.017% 
[epoch:14, iter:90] Loss: 0.059 | MIoU: 92.897% 
[epoch:14, iter:100] Loss: 0.057 | MIoU: 93.135% 
[epoch:14, iter:110] Loss: 0.055 | MIoU: 93.330% 
[epoch:14, iter:120] Loss: 0.055 | MIoU: 93.369% 
[epoch:14, iter:130] Loss: 0.057 | MIoU: 93.115% 
[epoch:14, iter:140] Loss: 0.056 | MIoU: 93.235% 
[epoch:14, iter:150] Loss: 0.055 | MIoU: 93.381% 
[epoch:14, iter:160] Loss: 0.054 | MIoU: 93.532% 
[epoch:14, iter:170] Loss: 0.056 | MIoU: 93.480% 
[epoch:14, iter:180] Loss: 0.055 | MIoU: 93.587% 
[epoch:14, iter:190] Loss: 0.054 | MIoU: 93.602% 
[epoch:14, iter:200] Loss: 0.054 | MIoU: 93.682% 
[epoch:14, iter:210] Loss: 0.054 | MIoU: 93.591% 
[epoch:14, iter:220] Loss: 0.055 | MIoU: 93.544% 
[epoch:14, iter:230] Loss: 0.055 | MIoU: 93.529% 
[epoch:14, iter:240] Loss: 0.055 | MIoU: 93.472% 
[epoch:14, iter:250] Loss: 0.055 | MIoU: 93.498% 
[epoch:14, iter:260] Loss: 0.055 | MIoU: 93.495% 
[epoch:14, iter:270] Loss: 0.054 | MIoU: 93.553% 
[epoch:14, iter:280] Loss: 0.054 | MIoU: 93.561% 
[epoch:14, iter:290] Loss: 0.054 | MIoU: 93.628% 
[epoch:14, iter:300] Loss: 0.053 | MIoU: 93.672% 
[epoch:14, iter:310] Loss: 0.053 | MIoU: 93.686% 
[epoch:14, iter:320] Loss: 0.053 | MIoU: 93.708% 
[epoch:14, iter:330] Loss: 0.053 | MIoU: 93.743% 
[epoch:14, iter:340] Loss: 0.054 | MIoU: 93.683% 
[epoch:14, iter:350] Loss: 0.055 | MIoU: 93.555% 
[epoch:14, iter:360] Loss: 0.055 | MIoU: 93.526% 
[epoch:14, iter:370] Loss: 0.056 | MIoU: 93.496% 
[epoch:14, iter:380] Loss: 0.055 | MIoU: 93.482% 
[epoch:14, iter:390] Loss: 0.056 | MIoU: 93.431% 
[epoch:14, iter:400] Loss: 0.056 | MIoU: 93.386% 
[epoch:14, iter:410] Loss: 0.056 | MIoU: 93.414% 
[epoch:14, iter:420] Loss: 0.056 | MIoU: 93.412% 
[epoch:14, iter:430] Loss: 0.055 | MIoU: 93.431% 
[epoch:14, iter:440] Loss: 0.055 | MIoU: 93.443% 
[epoch:14, iter:450] Loss: 0.055 | MIoU: 93.488% 
[epoch:14, iter:460] Loss: 0.056 | MIoU: 93.413% 
[epoch:14, iter:470] Loss: 0.056 | MIoU: 93.404% 
[epoch:14, iter:480] Loss: 0.057 | MIoU: 93.373% 
[epoch:14, iter:490] Loss: 0.057 | MIoU: 93.372% 
[epoch:14, iter:500] Loss: 0.057 | MIoU: 93.377% 
[epoch:14, iter:510] Loss: 0.057 | MIoU: 93.382% 
[epoch:14, iter:520] Loss: 0.057 | MIoU: 93.392% 
[epoch:14, iter:530] Loss: 0.057 | MIoU: 93.403% 
[epoch:14, iter:540] Loss: 0.056 | MIoU: 93.428% 
[epoch:14, iter:550] Loss: 0.057 | MIoU: 93.369% 
[epoch:14, iter:560] Loss: 0.057 | MIoU: 93.371% 
[epoch:14, iter:570] Loss: 0.057 | MIoU: 93.384% 
[epoch:14, iter:580] Loss: 0.057 | MIoU: 93.348% 
[epoch:14, iter:590] Loss: 0.057 | MIoU: 93.352% 
[epoch:14, iter:600] Loss: 0.057 | MIoU: 93.336% 
[epoch:14, iter:610] Loss: 0.057 | MIoU: 93.311% 
[epoch:14, iter:620] Loss: 0.057 | MIoU: 93.305% 
[epoch:14, iter:630] Loss: 0.057 | MIoU: 93.292% 
[epoch:14, iter:640] Loss: 0.057 | MIoU: 93.301% 
[epoch:14, iter:650] Loss: 0.057 | MIoU: 93.342% 
[epoch:14, iter:660] Loss: 0.057 | MIoU: 93.357% 
[epoch:14, iter:670] Loss: 0.057 | MIoU: 93.372% 
Evaluate
[epoch:14, evaluate] Loss: 0.093 | MIoU: 89.847% 
epoch:  15
[epoch:15, iter:10] Loss: 0.041 | MIoU: 95.051% 
[epoch:15, iter:20] Loss: 0.041 | MIoU: 95.124% 
[epoch:15, iter:30] Loss: 0.041 | MIoU: 95.164% 
[epoch:15, iter:40] Loss: 0.041 | MIoU: 95.348% 
[epoch:15, iter:50] Loss: 0.039 | MIoU: 95.406% 
[epoch:15, iter:60] Loss: 0.038 | MIoU: 95.507% 
[epoch:15, iter:70] Loss: 0.037 | MIoU: 95.591% 
[epoch:15, iter:80] Loss: 0.036 | MIoU: 95.637% 
[epoch:15, iter:90] Loss: 0.035 | MIoU: 95.684% 
[epoch:15, iter:100] Loss: 0.035 | MIoU: 95.671% 
[epoch:15, iter:110] Loss: 0.035 | MIoU: 95.671% 
[epoch:15, iter:120] Loss: 0.034 | MIoU: 95.721% 
[epoch:15, iter:130] Loss: 0.036 | MIoU: 95.645% 
[epoch:15, iter:140] Loss: 0.036 | MIoU: 95.635% 
[epoch:15, iter:150] Loss: 0.036 | MIoU: 95.703% 
[epoch:15, iter:160] Loss: 0.036 | MIoU: 95.715% 
[epoch:15, iter:170] Loss: 0.035 | MIoU: 95.740% 
[epoch:15, iter:180] Loss: 0.035 | MIoU: 95.779% 
[epoch:15, iter:190] Loss: 0.034 | MIoU: 95.804% 
[epoch:15, iter:200] Loss: 0.035 | MIoU: 95.739% 
[epoch:15, iter:210] Loss: 0.035 | MIoU: 95.741% 
[epoch:15, iter:220] Loss: 0.035 | MIoU: 95.676% 
[epoch:15, iter:230] Loss: 0.035 | MIoU: 95.692% 
[epoch:15, iter:240] Loss: 0.035 | MIoU: 95.678% 
[epoch:15, iter:250] Loss: 0.035 | MIoU: 95.706% 
[epoch:15, iter:260] Loss: 0.035 | MIoU: 95.657% 
[epoch:15, iter:270] Loss: 0.035 | MIoU: 95.688% 
[epoch:15, iter:280] Loss: 0.035 | MIoU: 95.653% 
[epoch:15, iter:290] Loss: 0.036 | MIoU: 95.619% 
[epoch:15, iter:300] Loss: 0.036 | MIoU: 95.610% 
[epoch:15, iter:310] Loss: 0.036 | MIoU: 95.605% 
[epoch:15, iter:320] Loss: 0.037 | MIoU: 95.580% 
[epoch:15, iter:330] Loss: 0.037 | MIoU: 95.586% 
[epoch:15, iter:340] Loss: 0.037 | MIoU: 95.550% 
[epoch:15, iter:350] Loss: 0.037 | MIoU: 95.548% 
[epoch:15, iter:360] Loss: 0.037 | MIoU: 95.543% 
[epoch:15, iter:370] Loss: 0.037 | MIoU: 95.552% 
[epoch:15, iter:380] Loss: 0.037 | MIoU: 95.560% 
[epoch:15, iter:390] Loss: 0.037 | MIoU: 95.565% 
[epoch:15, iter:400] Loss: 0.036 | MIoU: 95.593% 
[epoch:15, iter:410] Loss: 0.036 | MIoU: 95.594% 
[epoch:15, iter:420] Loss: 0.036 | MIoU: 95.613% 
[epoch:15, iter:430] Loss: 0.036 | MIoU: 95.615% 
[epoch:15, iter:440] Loss: 0.036 | MIoU: 95.593% 
[epoch:15, iter:450] Loss: 0.036 | MIoU: 95.613% 
[epoch:15, iter:460] Loss: 0.036 | MIoU: 95.617% 
[epoch:15, iter:470] Loss: 0.036 | MIoU: 95.610% 
[epoch:15, iter:480] Loss: 0.036 | MIoU: 95.599% 
[epoch:15, iter:490] Loss: 0.036 | MIoU: 95.585% 
[epoch:15, iter:500] Loss: 0.036 | MIoU: 95.570% 
[epoch:15, iter:510] Loss: 0.036 | MIoU: 95.525% 
[epoch:15, iter:520] Loss: 0.036 | MIoU: 95.507% 
[epoch:15, iter:530] Loss: 0.037 | MIoU: 95.495% 
[epoch:15, iter:540] Loss: 0.037 | MIoU: 95.475% 
[epoch:15, iter:550] Loss: 0.037 | MIoU: 95.482% 
[epoch:15, iter:560] Loss: 0.037 | MIoU: 95.479% 
[epoch:15, iter:570] Loss: 0.037 | MIoU: 95.482% 
[epoch:15, iter:580] Loss: 0.037 | MIoU: 95.430% 
[epoch:15, iter:590] Loss: 0.037 | MIoU: 95.431% 
[epoch:15, iter:600] Loss: 0.037 | MIoU: 95.436% 
[epoch:15, iter:610] Loss: 0.037 | MIoU: 95.435% 
[epoch:15, iter:620] Loss: 0.037 | MIoU: 95.426% 
[epoch:15, iter:630] Loss: 0.037 | MIoU: 95.425% 
[epoch:15, iter:640] Loss: 0.037 | MIoU: 95.424% 
[epoch:15, iter:650] Loss: 0.037 | MIoU: 95.423% 
[epoch:15, iter:660] Loss: 0.038 | MIoU: 95.395% 
[epoch:15, iter:670] Loss: 0.038 | MIoU: 95.394% 
Evaluate
[epoch:15, evaluate] Loss: 0.104 | MIoU: 89.881% 
epoch:  16
[epoch:16, iter:10] Loss: 0.029 | MIoU: 95.929% 
[epoch:16, iter:20] Loss: 0.034 | MIoU: 95.815% 
[epoch:16, iter:30] Loss: 0.033 | MIoU: 96.032% 
[epoch:16, iter:40] Loss: 0.033 | MIoU: 96.078% 
[epoch:16, iter:50] Loss: 0.034 | MIoU: 95.972% 
[epoch:16, iter:60] Loss: 0.034 | MIoU: 95.926% 
[epoch:16, iter:70] Loss: 0.034 | MIoU: 95.853% 
[epoch:16, iter:80] Loss: 0.033 | MIoU: 95.903% 
[epoch:16, iter:90] Loss: 0.033 | MIoU: 95.921% 
[epoch:16, iter:100] Loss: 0.033 | MIoU: 95.946% 
[epoch:16, iter:110] Loss: 0.032 | MIoU: 95.966% 
[epoch:16, iter:120] Loss: 0.032 | MIoU: 95.991% 
[epoch:16, iter:130] Loss: 0.032 | MIoU: 95.982% 
[epoch:16, iter:140] Loss: 0.032 | MIoU: 95.981% 
[epoch:16, iter:150] Loss: 0.032 | MIoU: 95.977% 
[epoch:16, iter:160] Loss: 0.032 | MIoU: 96.011% 
[epoch:16, iter:170] Loss: 0.032 | MIoU: 96.018% 
[epoch:16, iter:180] Loss: 0.032 | MIoU: 96.057% 
[epoch:16, iter:190] Loss: 0.032 | MIoU: 96.057% 
[epoch:16, iter:200] Loss: 0.032 | MIoU: 96.035% 
[epoch:16, iter:210] Loss: 0.032 | MIoU: 96.052% 
[epoch:16, iter:220] Loss: 0.031 | MIoU: 96.067% 
[epoch:16, iter:230] Loss: 0.031 | MIoU: 96.085% 
[epoch:16, iter:240] Loss: 0.031 | MIoU: 96.057% 
[epoch:16, iter:250] Loss: 0.031 | MIoU: 96.081% 
[epoch:16, iter:260] Loss: 0.031 | MIoU: 96.084% 
[epoch:16, iter:270] Loss: 0.031 | MIoU: 96.118% 
[epoch:16, iter:280] Loss: 0.030 | MIoU: 96.151% 
[epoch:16, iter:290] Loss: 0.030 | MIoU: 96.168% 
[epoch:16, iter:300] Loss: 0.030 | MIoU: 96.172% 
[epoch:16, iter:310] Loss: 0.030 | MIoU: 96.182% 
[epoch:16, iter:320] Loss: 0.030 | MIoU: 96.185% 
[epoch:16, iter:330] Loss: 0.030 | MIoU: 96.179% 
[epoch:16, iter:340] Loss: 0.030 | MIoU: 96.187% 
[epoch:16, iter:350] Loss: 0.030 | MIoU: 96.187% 
[epoch:16, iter:360] Loss: 0.030 | MIoU: 96.208% 
[epoch:16, iter:370] Loss: 0.030 | MIoU: 96.216% 
[epoch:16, iter:380] Loss: 0.030 | MIoU: 96.237% 
[epoch:16, iter:390] Loss: 0.029 | MIoU: 96.253% 
[epoch:16, iter:400] Loss: 0.029 | MIoU: 96.272% 
[epoch:16, iter:410] Loss: 0.029 | MIoU: 96.297% 
[epoch:16, iter:420] Loss: 0.029 | MIoU: 96.289% 
[epoch:16, iter:430] Loss: 0.029 | MIoU: 96.308% 
[epoch:16, iter:440] Loss: 0.029 | MIoU: 96.325% 
[epoch:16, iter:450] Loss: 0.029 | MIoU: 96.334% 
[epoch:16, iter:460] Loss: 0.029 | MIoU: 96.342% 
[epoch:16, iter:470] Loss: 0.029 | MIoU: 96.351% 
[epoch:16, iter:480] Loss: 0.029 | MIoU: 96.374% 
[epoch:16, iter:490] Loss: 0.028 | MIoU: 96.388% 
[epoch:16, iter:500] Loss: 0.028 | MIoU: 96.406% 
[epoch:16, iter:510] Loss: 0.028 | MIoU: 96.425% 
[epoch:16, iter:520] Loss: 0.028 | MIoU: 96.431% 
[epoch:16, iter:530] Loss: 0.028 | MIoU: 96.432% 
[epoch:16, iter:540] Loss: 0.028 | MIoU: 96.444% 
[epoch:16, iter:550] Loss: 0.028 | MIoU: 96.431% 
[epoch:16, iter:560] Loss: 0.028 | MIoU: 96.451% 
[epoch:16, iter:570] Loss: 0.028 | MIoU: 96.440% 
[epoch:16, iter:580] Loss: 0.028 | MIoU: 96.455% 
[epoch:16, iter:590] Loss: 0.028 | MIoU: 96.446% 
[epoch:16, iter:600] Loss: 0.028 | MIoU: 96.439% 
[epoch:16, iter:610] Loss: 0.028 | MIoU: 96.427% 
[epoch:16, iter:620] Loss: 0.028 | MIoU: 96.417% 
[epoch:16, iter:630] Loss: 0.029 | MIoU: 96.383% 
[epoch:16, iter:640] Loss: 0.029 | MIoU: 96.384% 
[epoch:16, iter:650] Loss: 0.029 | MIoU: 96.382% 
[epoch:16, iter:660] Loss: 0.029 | MIoU: 96.374% 
[epoch:16, iter:670] Loss: 0.029 | MIoU: 96.366% 
Evaluate
[epoch:16, evaluate] Loss: 0.107 | MIoU: 90.165% 
epoch:  17
[epoch:17, iter:10] Loss: 0.033 | MIoU: 94.707% 
[epoch:17, iter:20] Loss: 0.032 | MIoU: 95.614% 
[epoch:17, iter:30] Loss: 0.034 | MIoU: 95.541% 
[epoch:17, iter:40] Loss: 0.034 | MIoU: 95.457% 
[epoch:17, iter:50] Loss: 0.032 | MIoU: 95.621% 
[epoch:17, iter:60] Loss: 0.033 | MIoU: 95.491% 
[epoch:17, iter:70] Loss: 0.034 | MIoU: 95.446% 
[epoch:17, iter:80] Loss: 0.035 | MIoU: 95.419% 
[epoch:17, iter:90] Loss: 0.035 | MIoU: 95.431% 
[epoch:17, iter:100] Loss: 0.035 | MIoU: 95.506% 
[epoch:17, iter:110] Loss: 0.035 | MIoU: 95.532% 
[epoch:17, iter:120] Loss: 0.035 | MIoU: 95.547% 
[epoch:17, iter:130] Loss: 0.034 | MIoU: 95.609% 
[epoch:17, iter:140] Loss: 0.034 | MIoU: 95.637% 
[epoch:17, iter:150] Loss: 0.034 | MIoU: 95.647% 
[epoch:17, iter:160] Loss: 0.033 | MIoU: 95.721% 
[epoch:17, iter:170] Loss: 0.033 | MIoU: 95.710% 
[epoch:17, iter:180] Loss: 0.033 | MIoU: 95.716% 
[epoch:17, iter:190] Loss: 0.034 | MIoU: 95.700% 
[epoch:17, iter:200] Loss: 0.033 | MIoU: 95.722% 
[epoch:17, iter:210] Loss: 0.033 | MIoU: 95.709% 
[epoch:17, iter:220] Loss: 0.033 | MIoU: 95.768% 
[epoch:17, iter:230] Loss: 0.033 | MIoU: 95.810% 
[epoch:17, iter:240] Loss: 0.033 | MIoU: 95.846% 
[epoch:17, iter:250] Loss: 0.033 | MIoU: 95.859% 
[epoch:17, iter:260] Loss: 0.032 | MIoU: 95.876% 
[epoch:17, iter:270] Loss: 0.032 | MIoU: 95.886% 
[epoch:17, iter:280] Loss: 0.032 | MIoU: 95.930% 
[epoch:17, iter:290] Loss: 0.032 | MIoU: 95.911% 
[epoch:17, iter:300] Loss: 0.032 | MIoU: 95.892% 
[epoch:17, iter:310] Loss: 0.032 | MIoU: 95.871% 
[epoch:17, iter:320] Loss: 0.032 | MIoU: 95.882% 
[epoch:17, iter:330] Loss: 0.032 | MIoU: 95.889% 
[epoch:17, iter:340] Loss: 0.032 | MIoU: 95.900% 
[epoch:17, iter:350] Loss: 0.032 | MIoU: 95.912% 
[epoch:17, iter:360] Loss: 0.032 | MIoU: 95.917% 
[epoch:17, iter:370] Loss: 0.032 | MIoU: 95.933% 
[epoch:17, iter:380] Loss: 0.032 | MIoU: 95.876% 
[epoch:17, iter:390] Loss: 0.032 | MIoU: 95.893% 
[epoch:17, iter:400] Loss: 0.033 | MIoU: 95.888% 
[epoch:17, iter:410] Loss: 0.033 | MIoU: 95.876% 
[epoch:17, iter:420] Loss: 0.033 | MIoU: 95.885% 
[epoch:17, iter:430] Loss: 0.032 | MIoU: 95.893% 
[epoch:17, iter:440] Loss: 0.033 | MIoU: 95.879% 
[epoch:17, iter:450] Loss: 0.032 | MIoU: 95.903% 
[epoch:17, iter:460] Loss: 0.032 | MIoU: 95.906% 
[epoch:17, iter:470] Loss: 0.032 | MIoU: 95.919% 
[epoch:17, iter:480] Loss: 0.032 | MIoU: 95.933% 
[epoch:17, iter:490] Loss: 0.032 | MIoU: 95.951% 
[epoch:17, iter:500] Loss: 0.032 | MIoU: 95.943% 
[epoch:17, iter:510] Loss: 0.032 | MIoU: 95.966% 
[epoch:17, iter:520] Loss: 0.032 | MIoU: 95.982% 
[epoch:17, iter:530] Loss: 0.032 | MIoU: 95.997% 
[epoch:17, iter:540] Loss: 0.031 | MIoU: 96.010% 
[epoch:17, iter:550] Loss: 0.032 | MIoU: 95.997% 
[epoch:17, iter:560] Loss: 0.032 | MIoU: 96.016% 
[epoch:17, iter:570] Loss: 0.032 | MIoU: 95.993% 
[epoch:17, iter:580] Loss: 0.032 | MIoU: 95.992% 
[epoch:17, iter:590] Loss: 0.032 | MIoU: 95.981% 
[epoch:17, iter:600] Loss: 0.032 | MIoU: 95.959% 
[epoch:17, iter:610] Loss: 0.033 | MIoU: 95.919% 
[epoch:17, iter:620] Loss: 0.033 | MIoU: 95.886% 
[epoch:17, iter:630] Loss: 0.034 | MIoU: 95.839% 
[epoch:17, iter:640] Loss: 0.034 | MIoU: 95.816% 
[epoch:17, iter:650] Loss: 0.034 | MIoU: 95.797% 
[epoch:17, iter:660] Loss: 0.035 | MIoU: 95.723% 
[epoch:17, iter:670] Loss: 0.035 | MIoU: 95.711% 
Evaluate
[epoch:17, evaluate] Loss: 0.119 | MIoU: 87.888% 
epoch:  18
[epoch:18, iter:10] Loss: 0.068 | MIoU: 92.153% 
[epoch:18, iter:20] Loss: 0.052 | MIoU: 93.720% 
[epoch:18, iter:30] Loss: 0.051 | MIoU: 93.527% 
[epoch:18, iter:40] Loss: 0.054 | MIoU: 93.489% 
[epoch:18, iter:50] Loss: 0.049 | MIoU: 93.930% 
[epoch:18, iter:60] Loss: 0.048 | MIoU: 94.140% 
[epoch:18, iter:70] Loss: 0.046 | MIoU: 94.342% 
[epoch:18, iter:80] Loss: 0.046 | MIoU: 94.421% 
[epoch:18, iter:90] Loss: 0.046 | MIoU: 94.482% 
[epoch:18, iter:100] Loss: 0.045 | MIoU: 94.540% 
[epoch:18, iter:110] Loss: 0.044 | MIoU: 94.647% 
[epoch:18, iter:120] Loss: 0.044 | MIoU: 94.709% 
[epoch:18, iter:130] Loss: 0.043 | MIoU: 94.770% 
[epoch:18, iter:140] Loss: 0.043 | MIoU: 94.853% 
[epoch:18, iter:150] Loss: 0.043 | MIoU: 94.856% 
[epoch:18, iter:160] Loss: 0.042 | MIoU: 94.908% 
[epoch:18, iter:170] Loss: 0.042 | MIoU: 94.970% 
[epoch:18, iter:180] Loss: 0.041 | MIoU: 94.990% 
[epoch:18, iter:190] Loss: 0.041 | MIoU: 95.075% 
